set_id,price,brand,Format,Farbe,Verpackungseinheit,Papierstaerke
15999120,17.296217,Avery Zweckform,DIN A4 (210 x 297 mm),weiss,100,180
16208187,14.438497,Arjowiggins,unknown,rotorange,100,120
10256053,11.683165,Canon,DIN A5 (148 x 210 mm),weiss,50,260
6571024,7.3766656,Trophee,DIN A4 (210 x 297 mm),gruen,500,80
14520906,8.32113,Mondi,DIN A4 (210 x 297 mm),blau,250,160
12774813,9.246251,Clairefontaine,DIN A3 (297 x 420 mm),chamois,500,80
7227722,20.417913,Unbekannt,DIN A4 (210 x 297 mm),weiss,250,200
3129184,20.17835,Canon,DIN A3 (297 x 420 mm),unknown,20,unknown
2700046,30.065403,Epson,DIN A3 (297 x 420 mm),weiss,50,167
12794434,9.245001,Clairefontaine,DIN A3 (297 x 420 mm),gelb,500,80
3500241,12.270833,Clairefontaine,DIN SRA3 (320 x 450 mm),weiss,250,160
1860303,4.597369,Portucel Soporcel,DIN A4 (210 x 297 mm),hochweiss,500,80
14815524,9.987084,Clairefontaine,DIN A3 (297 x 420 mm),beige,500,90
2750301,4.991469,5 Star,DIN A4 (210 x 297 mm),weiss,500,80
12291648,3.2294118,Papyrus,DIN A6 (105 x 148 mm),hochweiss,1000,80
14169177,23.994562,Schaefer Group,unknown,hochweiss,2500,80
15937811,14.0595665,Mondi,DIN A4 (210 x 297 mm),weiss,250,200
883609,12.723022,Clairefontaine,unknown,violett,250,160
7061255,9.245001,Clairefontaine,DIN A3 (297 x 420 mm),gruen,500,80
7122735,20.689169,Clairefontaine,DIN A3 (297 x 420 mm),weiss,250,160
14766035,35.752666,Xerox,Ansi B / Ing B / Ledger (279 x 432 mm),rosa,500,90
13063132,14.289598,Avery Zweckform,DIN A4 (210 x 297 mm),weiss,20,250
9294924,12.52657,Clairefontaine,DIN A3 (297 x 420 mm),elfenbein,250,160
9518209,14.244601,Clairefontaine,unknown,ziegelrot,250,160
7497353,6.0622497,Papier Union,unknown,gruen,100,240
7867616,6.884999,Papyrus,DIN A4 (210 x 297 mm),violett,250,160
413605,27.932001,Arjowiggins,unknown,rotorange,100,240
7717748,10.833714,Image,DIN A3 (297 x 420 mm),weiss,500,80
13630828,7.795673,Biotop 3,DIN A4 (210 x 297 mm),naturweiss,500,80
524352,7.4092627,Avery Zweckform,DIN A4 (210 x 297 mm),weiss,200,120
1471769,17.23229,HP,unknown,weiss,100,250
9724560,13.185,Mondi,DIN A3 (297 x 420 mm),weiss,250,160
15946749,4.6112494,Xerox,DIN A4 (210 x 297 mm),weiss,500,80
5935561,6.6729164,Clairefontaine,DIN A4 (210 x 297 mm),hellrosa,500,80
9323337,7.6539536,Mondi,DIN A4 (210 x 297 mm),kanariengelb,500,80
14680957,3.2406,Igepa,DIN A4 (210 x 297 mm),unknown,500,80
5903984,59.8,Schaefer Group,unknown,unknown,500,80
752241,27.4,HP,DIN A4 (210 x 297 mm),unknown,5000,80
16311927,30.017374,Clairefontaine,DIN A4 (210 x 297 mm),violett,1000,160
8006073,24.346247,Arjowiggins,DIN A3 (297 x 420 mm),karibischblau,100,240
2062548,7.5146174,Papyrus,DIN A4 (210 x 297 mm),gelb,125,230
9488958,8.810895,Unbekannt,DIN A4 (210 x 297 mm),gruen,250,160
12863554,18.473965,HP,DIN A4 (210 x 297 mm),weiss,20,300
284319,38.1,Rössler Papier,DIN A4 (210 x 297 mm),beige,100,100
14526144,7.0082617,Igepa,DIN A4 (210 x 297 mm),lindengruen,500,80
7501963,23.397251,Papier Union,unknown,rotorange,100,90
12461669,5.425715,Avery Zweckform,DIN A4 (210 x 297 mm),weiss,100,170
7464414,41.88427,Papier Union,unknown,dunkelbraun,100,240
16058759,50.95019,Clairefontaine,DIN A3 (297 x 420 mm),gruen,250,160
12057498,19.026056,Sigel,DIN A4 (210 x 297 mm),unknown,200,95
8861924,82.852394,Papier Union,unknown,braun,100,240
2211216,10.658206,Clairefontaine,DIN A3 (297 x 420 mm),weiss,125,300
7464418,9.952749,Papier Union,unknown,kirschrot,100,240
6642690,15.261388,Papyrus,DIN A4 (210 x 297 mm),lachs,250,160
7266380,8.283188,Mondi,DIN A4 (210 x 297 mm),gelb,250,160
6446581,9.006855,Clairefontaine,DIN A3 (297 x 420 mm),weiss,125,210
6501056,3.3823771,Igepa,DIN A4 (210 x 297 mm),unknown,500,80
7563398,4.6650004,Papyrus,DIN A4 (210 x 297 mm),weiss,500,80
5834875,35.01677,Papier Union,unknown,elfenbein,100,170
4917221,13.675,CreativPapier,DIN A4 (210 x 297 mm),naturweiss,100,160
13134867,7.4010706,Portucel Soporcel,DIN A4 (210 x 297 mm),weiss,250,160
7464425,19.175995,Papier Union,DIN A4 (210 x 297 mm),kirschrot,100,240
7501956,3.8732498,Papier Union,DIN A5 (148 x 210 mm),sonnenblumengelb,100,120
15258563,8.874999,Sigel,DIN A4 (210 x 297 mm),hochweiss,50,120
1675571,5.6182604,Mondi,DIN A4 (210 x 297 mm),blau,250,120
15771037,7.4919996,Arjowiggins,unknown,aprikose,100,170
1366107,16.577415,Mondi,unknown,weiss,500,100
14926223,13.454391,Clairefontaine,unknown,weiss,500,100
8861912,82.83791,Papier Union,unknown,blauviolett,100,240
7529472,11.320001,Clairefontaine,DIN A3 (297 x 420 mm),weiss,1000,50
560878,2.764433,Unbekannt,DIN A4 (210 x 297 mm),weiss,500,80
8824971,6.0757494,Papier Union,unknown,grau,100,240
7464471,19.162495,Papier Union,unknown,braun,100,240
12692202,5.096945,Clairefontaine,DIN A4 (210 x 297 mm),unknown,500,80
7761023,21.601665,Unbekannt,unknown,weiss,250,160
9659872,9.117948,Mondi,DIN A3 (297 x 420 mm),weiss,500,80
15921413,10.400754,Arjowiggins,unknown,aqua,100,240
8000797,5.405462,Image,DIN A4 (210 x 297 mm),reinweiss,500,80
7435912,7.1670833,Xerox,DIN A4 (210 x 297 mm),weiss,250,160
8884644,4.596755,Unbekannt,DIN A4 (210 x 297 mm),unknown,500,80
9703609,598.0,Schaefer Group,DIN A4 (210 x 297 mm),weiss,2500,80
13202486,8.32095,Mondi,DIN A4 (210 x 297 mm),rot,250,160
14903595,14.594165,Clairefontaine,DIN SRA3 (320 x 450 mm),weiss,125,250
15971757,3.2122223,Claas,DIN A4 (210 x 297 mm),weiss,500,80
11915201,7.3488193,Mondi,DIN A4 (210 x 297 mm),blau,250,160
7451146,7.933872,Mondi,DIN A4 (210 x 297 mm),gelb,500,80
1169369,13.750551,Papyrus,DIN A4 (210 x 297 mm),rot,250,160
12458009,6.480659,Unbekannt,DIN A4 (210 x 297 mm),weiss,125,250
11900199,10.639999,Mondi,DIN A3 (297 x 420 mm),weiss,500,80
4589415,11.643251,Clairefontaine,unknown,lindgruen,500,80
1874922,16.907333,Mondi,unknown,weiss,500,100
14458309,1.8760976,Staufen,DIN A4 (210 x 297 mm),gelb,25,160
583511,11.786249,Clairefontaine,unknown,orange,250,120
12507355,10.198333,Multicopy,DIN A4 (210 x 297 mm),weiss,500,100
7464487,9.951999,Papier Union,unknown,braun,100,240
10498497,4.80949,Clairefontaine,DIN A4 (210 x 297 mm),elfenbein,125,210
8325925,10.393503,Arjowiggins,DIN A4 (210 x 297 mm),aprikose,100,240
13509193,11.260883,Soennecken,DIN A3 (297 x 420 mm),weiss,250,100
12803010,7.665834,Clairefontaine,DIN A4 (210 x 297 mm),leuchtrosa,500,80
8880291,25.056215,Clairefontaine,DIN A4 (210 x 297 mm),lindgruen,500,80
10445089,32.874996,Avery Zweckform,DIN A3 (297 x 420 mm),weiss,100,120
15341925,7.0300245,Mondi,DIN A4 (210 x 297 mm),gelb,500,80
78388,7.6821704,Corona,DIN A4 (210 x 297 mm),rot,500,80
10331704,4.712577,Mondi,DIN A4 (210 x 297 mm),weiss,500,80
15928047,9.451751,Arjowiggins,unknown,elfenbein,100,90
1128825,8.226,Mondi,DIN A4 (210 x 297 mm),weiss,500,90
10590727,54.772938,Papier Union,unknown,tuerkis,100,320
2588699,6.6865788,Clairefontaine,DIN A4 (210 x 297 mm),gruen,500,80
5342938,7.0512495,Clairefontaine,DIN A4 (210 x 297 mm),weiss,250,100
10590720,108.16482,Papier Union,unknown,tuerkis,100,320
16088588,24.210417,Xerox,DIN SRA3 (320 x 450 mm),weiss,500,100
8380703,4.4426923,Mondi,DIN A5 (148 x 210 mm),weiss,250,200
1215183,18.794935,HP,DIN A4 (210 x 297 mm),weiss,150,150
9921301,4.4934545,HP,DIN A4 (210 x 297 mm),weiss,500,80
14242599,6.0689993,Papier Union,unknown,aqua,100,240
5330972,11.362865,projectiondesign,DIN A3 (297 x 420 mm),weiss,250,120
12369388,25.491707,Portucel Soporcel,DIN A4 (210 x 297 mm),weiss,2500,100
13340961,7.2366667,Clairefontaine,DIN A4 (210 x 297 mm),kanariengelb,500,80
15921406,10.400003,Arjowiggins,unknown,gruen,100,240
1401897,21.112999,Papier Union,unknown,dunkelbraun,100,120
867585,164.34917,HP,61 m,weiss,unknown,unknown
10848034,29.895302,REY,DIN A3 (297 x 420 mm),weiss,2500,80
13782022,17.758333,Papyrus,DIN A3 (297 x 420 mm),gruen,250,160
141609,26.351303,HP,DIN A4 (210 x 297 mm),weiss,50,250
9319238,9.085,Image,DIN A3 (297 x 420 mm),weiss,500,75
4627382,3.0141304,Inacopia,DIN A4 (210 x 297 mm),hochweiss,250,100
1200958,4.757916,Image,DIN A4 (210 x 297 mm),weiss,500,75
16087226,15.793334,Xerox,DIN A3 (297 x 420 mm),weiss,500,90
6482285,3.5491805,Optibelt,DIN A4 (210 x 297 mm),weiss,20,180
12839831,4.7949996,Clairefontaine,DIN A4 (210 x 297 mm),pfirsich,500,80
9097593,10.8468,Sihl,unknown,weiss,100,130
3467978,9.495087,Unbekannt,DIN A3 (297 x 420 mm),weiss,500,80
14884938,18.796072,HP,DIN A4 (210 x 297 mm),weiss,250,120
8111096,7.7106967,Papyrus,DIN A4 (210 x 297 mm),gruen,250,160
13334285,5.375,Clairefontaine,DIN A4 (210 x 297 mm),blau,500,80
8890446,4.949742,Corona,DIN A4 (210 x 297 mm),weiss,500,80
12859446,3.790811,Claas,DIN A4 (210 x 297 mm),hochweiss,500,80
9439138,3.2000005,Mondi,DIN A4 (210 x 297 mm),gelb,100,80
5211786,3.9886959,Xerox,DIN A4 (210 x 297 mm),unknown,500,80
451025,6.872041,Soennecken,DIN A4 (210 x 297 mm),rot,500,80
451020,65.934906,Clairefontaine,DIN A4 (210 x 297 mm),gruen,1000,210
6566416,11.011319,Mondi,DIN A4 (210 x 297 mm),weiss,250,220
13162962,14.803636,Mondi,DIN A4 (210 x 297 mm),weiss,250,200
904013,8.291389,Mondi,DIN A4 (210 x 297 mm),weiss,250,160
10596927,86.34034,Papier Union,DIN A2 (420 x 594 mm),ziegelrot,100,320
2330622,3.0332456,HP,DIN A4 (210 x 297 mm),hochweiss,250,80
2409625,8.830833,Papyrus,DIN A3 (297 x 420 mm),weiss,500,80
14757933,3.8839927,Clairefontaine,DIN A4 (210 x 297 mm),unknown,500,80
882385,11.320668,Multicopy,DIN A3 (297 x 420 mm),weiss,500,90
5565482,11.429222,Papyrus,DIN A4 (210 x 297 mm),gelb,500,80
15012907,10.796396,Sigel,DIN A4 (210 x 297 mm),weiss,50,170
13740289,7.914528,Mondi,DIN A4 (210 x 297 mm),weiss,250,160
15421096,7.56003,Unbekannt,DIN A4 (210 x 297 mm),hellrosa,500,80
1500596,5.8228564,Unbekannt,DIN A4 (210 x 297 mm),weiss,500,80
1908660,26.94,Schaefer Group,DIN A4 (210 x 297 mm),weiss,500,80
4424075,13.376328,Portucel Soporcel,DIN A3 (297 x 420 mm),weiss,500,120
12001894,3.5514286,Soennecken,DIN A4 (210 x 297 mm),unknown,500,80
14530234,5.115128,Unbekannt,DIN A4 (210 x 297 mm),unknown,500,80
3296260,4.4377694,Double A,DIN A4 (210 x 297 mm),weiss,500,75
8216112,21.877705,Clairefontaine,unknown,grau,250,160
4106955,4.8129992,Unbekannt,DIN A4 (210 x 297 mm),lachs,500,80
12346636,9.189999,On t.o.p,DIN A3 (297 x 420 mm),weiss,500,80
13555874,6.497391,Portucel Soporcel,DIN A4 (210 x 297 mm),weiss,500,100
5835325,17.874002,Arjowiggins,unknown,vanille,100,170
16087219,7.931668,Xerox,DIN A4 (210 x 297 mm),weiss,500,90
6370219,4.852984,Unbekannt,DIN A4 (210 x 297 mm),gelb,500,80
125569,25.554749,Unbekannt,DIN A4 (210 x 297 mm),weiss,125,250
6759091,15.7958145,Clairefontaine,DIN A3 (297 x 420 mm),maigruen,500,80
4972022,7.2664127,Unbekannt,DIN A4 (210 x 297 mm),weiss,500,80
5696845,19.162495,Papier Union,DIN A2 (420 x 594 mm),unknown,unknown,120
9138539,21.75276,Clairefontaine,DIN A4 (210 x 297 mm),gelb,250,160
4883339,46.448605,Clairefontaine,DIN A4 (210 x 297 mm),gruen,1000,160
10596903,67.15035,Papier Union,unknown,kieselgrau,100,320
11296056,4.465,Papyrus,DIN A4 (210 x 297 mm),weiss,500,80
12519351,6.839645,Mondi,DIN A5 (148 x 210 mm),orange,1000,80
4614074,3.8451517,Unbekannt,DIN A4 (210 x 297 mm),weiss,500,80
6671120,12.169999,Papyrus,DIN A3 (297 x 420 mm),orange,500,80
4885919,25.52529,Unbekannt,DIN A4 (210 x 297 mm),violett,500,80
5788434,3.5607688,Inapa,DIN A4 (210 x 297 mm),weiss,500,80
13588793,35.625645,Sigel,DIN A3 (297 x 420 mm),unknown,100,160
10487735,3.5954792,HW,DIN A4 (210 x 297 mm),weiss,unknown,80
5859312,4.340397,Xerox,DIN A4 (210 x 297 mm),weiss,500,75
3306936,7.382703,Mondi,DIN A4 (210 x 297 mm),gelb,250,160
6002815,5.324167,Clairefontaine,DIN A4 (210 x 297 mm),rot,500,80
6090514,5.420946,Mondi,DIN A4 (210 x 297 mm),gruen,250,120
15239374,7.6,Mondi,DIN A4 (210 x 297 mm),weiss,250,160
13765554,23.765774,Igepa,DIN A3 (297 x 420 mm),unknown,250,135
10470070,48.87342,Papier Union,unknown,beige,100,240
3092835,41.513466,Igepa,DIN A3 (297 x 420 mm),beige,250,190
4398096,12.070001,Mondi,DIN A4 (210 x 297 mm),weiss,250,160
14880547,12.978682,BueroTipp,unknown,tannengruen,500,80
2485386,2.5055556,Avery Zweckform,DIN A4 (210 x 297 mm),weiss,500,80
8229439,12.904747,Arjowiggins,unknown,ziegelrot,100,240
11674755,13.430475,Igepa,DIN A4 (210 x 297 mm),neonorange,500,80
3082608,24.042461,Papyrus,DIN A4 (210 x 297 mm),weiss,2500,80
1932302,4.116667,Steinbeis Papier,DIN A4 (210 x 297 mm),gelb,500,80
16007118,11.38846,Avery Zweckform,unknown,unknown,100,230
14287413,38.625553,Papyrus,DIN A4 (210 x 297 mm),weiss,500,80
8229431,12.902247,Arjowiggins,unknown,rot,100,240
9067754,32.43417,Mondi,DIN SRA3 (320 x 450 mm),weiss,250,220
1289421,5.8008156,Soennecken,DIN A4 (210 x 297 mm),blau,500,80
12296488,11.544167,Clairefontaine,DIN A3 (297 x 420 mm),weiss,125,210
9205009,5.767842,Clairefontaine,DIN A4 (210 x 297 mm),weiss,125,280
3955521,13.747917,Xerox,DIN A3 (297 x 420 mm),weiss,100,250
6336310,17.944666,Double A,DIN A4 (210 x 297 mm),weiss,2500,75
8217499,7.48825,Arjowiggins,unknown,beige,100,170
8825403,2.9482498,Papier Union,unknown,ziegelrot,100,90
8415011,6.53,Papyrus,DIN A4 (210 x 297 mm),weiss,250,120
15576440,4.7207704,Clairefontaine,DIN A4 (210 x 297 mm),weiss,500,80
8217491,16.18125,Arjowiggins,unknown,beige,100,170
8210856,17.22,Clairefontaine,DIN A3 (297 x 420 mm),hellgelb,500,80
14973442,17.935436,Unbekannt,DIN A3 (297 x 420 mm),lindgruen,500,80
8530041,7.403214,Papyrus,DIN A4 (210 x 297 mm),gelb,500,80
8058916,11.763499,Clairefontaine,unknown,maigruen,100,120
8217486,7.4997497,Arjowiggins,unknown,elfenbein,100,170
9336624,8.919926,Staples,DIN A3 (297 x 420 mm),weiss,500,80
13554590,6.8650875,Mondi,DIN A4 (210 x 297 mm),weiss,250,160
7495586,20.134499,Papier Union,DIN A2 (420 x 594 mm),hellblau,100,90
9739027,4.5775,Clairefontaine,DIN A4 (210 x 297 mm),rosa,50,160
8217480,16.164,Arjowiggins,unknown,elfenbein,100,170
12313780,8.320715,Xerox,DIN A3 (297 x 420 mm),weiss,500,80
10162508,4.3184996,Papier Union,unknown,aqua,100,170
5696880,41.917416,Papier Union,unknown,creme,100,240
8129214,30.696623,HP,DIN A3 (297 x 420 mm),weiss,50,180
13254557,11.712387,Igepa,DIN A3 (297 x 420 mm),vanille,500,80
16145949,19.566977,Freytag & Petersen,DIN A4 (210 x 297 mm),weiss,2500,80
56093,10.10725,Unbekannt,DIN A4 (210 x 297 mm),gelb,250,160
6281578,6.8843627,Unbekannt,DIN A4 (210 x 297 mm),blau,250,160
2284247,22.32404,Clairefontaine,DIN A4 (210 x 297 mm),blau,250,160
9799575,13.079176,Freytag & Petersen,DIN A3 (297 x 420 mm),weiss,500,120
141566,13.721066,Mondi,unknown,lavendel,500,80
10446425,4.2166667,HP,DIN A4 (210 x 297 mm),weiss,500,80
1879728,19.480822,Papyrus,DIN A4 (210 x 297 mm),unknown,2500,80
8106570,11.621497,Arjowiggins,unknown,beige,100,120
13265200,11.423332,Clairefontaine,DIN A3 (297 x 420 mm),orange,250,160
4561976,8.075518,Mondi,DIN A4 (210 x 297 mm),weiss,500,90
4802812,33.7917,Papyrus,DIN A3 (297 x 420 mm),weiss,250,160
15184676,4.60041,Steinbeis Papier,DIN A4 (210 x 297 mm),unknown,500,80
5707086,10.295749,Papier Union,unknown,ziegelrot,100,320
3084312,25.156849,Mondi,unknown,weiss,250,200
13222954,3.9593332,Papyrus,DIN A4 (210 x 297 mm),blau,100,80
13550242,3.6445835,Brunnen Baier & Schneider,DIN A4 (210 x 297 mm),grau,50,80
7976855,3.75062,Clairefontaine,DIN A4 (210 x 297 mm),weiss,500,80
7379880,6.098797,Clairefontaine,DIN A4 (210 x 297 mm),unknown,500,80
7525001,19.984419,Clairefontaine,unknown,violett,250,160
1065634,8.747691,Clairefontaine,DIN A4 (210 x 297 mm),gruen,500,100
15421154,7.0487504,Clairefontaine,DIN A4 (210 x 297 mm),weiss,250,100
9410206,8.69847,Mondi,DIN A4 (210 x 297 mm),weiss,125,300
8540296,14.323538,Clairefontaine,DIN A3 (297 x 420 mm),kanariengelb,500,80
15974792,4.3369226,Clairefontaine,unknown,gruen,500,80
8110612,19.230503,Arjowiggins,unknown,ziegelrot,100,170
7187903,15.367269,Mondi,DIN A3 (297 x 420 mm),weiss,250,160
921430,19.215906,Mondi,DIN A3 (297 x 420 mm),weiss,250,160
11173142,8.7058325,Clairefontaine,DIN A3 (297 x 420 mm),weiss,500,80
15442071,6.8212,Papyrus,DIN A4 (210 x 297 mm),gelb,500,80
2870103,5.724276,Unbekannt,DIN A4 (210 x 297 mm),weiss,250,120
7889092,9.221191,Mondi,DIN A3 (297 x 420 mm),weiss,500,80
9074051,9.515416,Clairefontaine,DIN A3 (297 x 420 mm),orange,500,80
1655079,13.409333,Corona,DIN A3 (297 x 420 mm),gruen,500,80
3857099,16.41969,REY,unknown,weiss,2500,80
3841518,3.7855573,Office Point,unknown,weiss,500,80
1109627,8.925678,Multicopy,DIN A3 (297 x 420 mm),unknown,500,80
10960282,17.22,Clairefontaine,DIN A3 (297 x 420 mm),lachs,500,80
6300299,4.149999,Rey Papier,DIN A4 (210 x 297 mm),unknown,500,80
7642565,8.518499,Clairefontaine,DIN A4 (210 x 297 mm),weiss,125,350
13290200,10.10375,Clairefontaine,DIN A3 (297 x 420 mm),gruen,250,160
12869774,13.851818,Image,DIN A3 (297 x 420 mm),weiss,500,100
1019714,0.601111,Soennecken,DIN A4 (210 x 297 mm),hellchamois,26,80
9445738,5.1743474,Yes,DIN A4 (210 x 297 mm),weiss,500,80
15206527,3.2847526,Pioneer Electronics,DIN A4 (210 x 297 mm),weiss,250,100
6858811,54.29807,Epson,DIN A3 (297 x 420 mm),weiss,100,102
15426821,36.236668,Portucel Soporcel,DIN A4 (210 x 297 mm),unknown,1250,160
7482335,7.2285857,Unbekannt,DIN A4 (210 x 297 mm),wasserblau,250,120
11210599,2.6577446,Unbekannt,DIN A4 (210 x 297 mm),weiss,500,80
7457377,9.927248,Papier Union,unknown,blauviolett,100,120
3050989,11.21557,Epson,DIN A4 (210 x 297 mm),weiss,30,255
4200112,17.562325,Clairefontaine,unknown,chamois,250,120
13220345,20.953455,Papyrus,unknown,weiss,500,100
5626069,13.503793,Mondi,DIN A3 (297 x 420 mm),lachs,500,160
16048454,15.39708,Clairefontaine,unknown,rosa,500,80
9445731,22.119581,Yes,DIN A4 (210 x 297 mm),weiss,2500,80
15766432,4.279233,Papyrus,DIN A4 (210 x 297 mm),weiss,500,80
491088,3.3971426,IBA Hartmann,DIN A4 (210 x 297 mm),weiss,unknown,80
15960189,4.06199,Clairefontaine,DIN A4 (210 x 297 mm),rot,50,160
9864289,15.143771,Unbekannt,DIN A4 (210 x 297 mm),weiss,2500,80
14501662,5.2900004,Unbekannt,DIN A3 (297 x 420 mm),weiss,500,75
15401574,31.824999,Xerox,DIN SRA3 (320 x 450 mm),weiss,250,250
15923297,9.435251,Arjowiggins,DIN A3 (297 x 420 mm),aqua,100,90
15927658,11.634748,Arjowiggins,DIN A3 (297 x 420 mm),vanille,100,120
8159916,9.205994,Unbekannt,DIN A4 (210 x 297 mm),gelb,250,160
2996468,4.9084086,Staples,DIN A4 (210 x 297 mm),gelb,250,120
3048650,11.354168,Clairefontaine,DIN A3 (297 x 420 mm),gruen,250,160
11403791,2.4172497,Papier Union,DIN A5 (148 x 210 mm),hellblau,100,90
5712479,13.875,Papier Union,DIN A4 (210 x 297 mm),tuerkis,100,170
14863186,7.4077497,HP,DIN A3 (297 x 420 mm),weiss,250,120
10591149,79.82518,Papier Union,DIN A3 (297 x 420 mm),kirschrot,100,400
203837,8.734249,Mondi,DIN A4 (210 x 297 mm),weiss,500,100
10591145,156.10277,Papier Union,DIN A2 (420 x 594 mm),kirschrot,100,400
14703396,19.38681,Unbekannt,DIN A3 (297 x 420 mm),ziegelrot,500,80
8085694,296.99176,Mondi,DIN A4 (210 x 297 mm),weiss,500,80
10596830,34.06147,Papier Union,DIN A3 (297 x 420 mm),vanille,unknown,320
2680812,10.451522,Mondi,DIN A4 (210 x 297 mm),weiss,250,220
12777120,11.421666,Clairefontaine,DIN A3 (297 x 420 mm),blau,250,160
5471687,8.166851,Mondi,DIN A4 (210 x 297 mm),unknown,500,100
1843740,15.36658,Igepa,DIN A4 (210 x 297 mm),kadmiumrot,250,120
12771819,21.478554,Unbekannt,DIN A4 (210 x 297 mm),maigruen,500,80
3070586,10.547667,Mondi,DIN A4 (210 x 297 mm),weiss,250,135
5196447,8.629131,Image,DIN A3 (297 x 420 mm),weiss,500,80
10491058,6.548774,Clairefontaine,DIN A4 (210 x 297 mm),weiss,250,160
12366308,517.48334,Papyrus,DIN A4 (210 x 297 mm),weiss,100000,80
16005318,5.5763006,Portucel Soporcel,DIN A4 (210 x 297 mm),weiss,500,80
13032022,45.613674,HP,91 m,weiss,unknown,90
2064356,25.939138,Clairefontaine,DIN A4 (210 x 297 mm),gruen,1000,160
10591133,79.83862,Papier Union,DIN A3 (297 x 420 mm),gruen,100,400
7495616,2.4204998,Papier Union,unknown,elfenbein,100,90
8830845,3.6375,Brunnen Baier & Schneider,DIN A4 (210 x 297 mm),grau,15,200
3588201,37.48,Papyrus,DIN A3 (297 x 420 mm),weiss,2500,80
5989685,10.708051,Unbekannt,DIN A3 (297 x 420 mm),unknown,500,80
6507236,11.430947,Papyrus,DIN A4 (210 x 297 mm),weiss,250,160
608433,8.369562,Mondi,DIN A4 (210 x 297 mm),blau,500,80
10596825,67.171074,Papier Union,DIN A2 (420 x 594 mm),vanille,unknown,320
15887984,4.411026,Clairefontaine,DIN A5 (148 x 210 mm),weiss,500,80
14841775,10.716929,Papyrus,DIN A4 (210 x 297 mm),weiss,500,100
3281106,3.896033,Unbekannt,DIN A4 (210 x 297 mm),weiss,500,75
4545088,9.239023,Mondi,DIN A4 (210 x 297 mm),weiss,250,120
10590711,12.888249,Papier Union,DIN A5 (148 x 210 mm),gruen,100,320
565724,17.544003,Arjowiggins,DIN A3 (297 x 420 mm),blau,100,170
3832657,4.3316264,Clairefontaine,DIN A4 (210 x 297 mm),weiss,250,120
9313131,19.773014,Clairefontaine,unknown,gruen,250,160
11690890,6.3849998,Lyreco,DIN A4 (210 x 297 mm),dunkelgelb,500,80
16306632,57.599995,Clairefontaine,DIN A4 (210 x 297 mm),gruen,2500,80
7773846,16.003752,Image,DIN A3 (297 x 420 mm),weiss,500,90
8442692,26.039373,Image,DIN A4 (210 x 297 mm),weiss,2500,80
5697225,9.945749,Papier Union,DIN A5 (148 x 210 mm),dunkelgruen,100,240
4029529,7.820879,Unbekannt,DIN A4 (210 x 297 mm),blau,250,160
7459901,58.849396,Papier Union,unknown,rosa,100,170
7496091,17.891253,Arjowiggins,unknown,gruen,100,170
13666710,5.268023,Mondi,DIN A4 (210 x 297 mm),weiss,250,120
12891614,43.29923,HP,DIN A4 (210 x 297 mm),unknown,50,300
10519871,10.864335,Sigel,DIN A5 (148 x 210 mm),weiss,100,80
15899978,5.6823883,Staples,DIN A4 (210 x 297 mm),kanariengelb,500,80
7388743,5.831878,Double A,DIN A4 (210 x 297 mm),weiss,500,100
12601429,11.173076,Rainbow,DIN A3 (297 x 420 mm),hellrosa,500,80
5454277,4.294517,Double A,DIN A4 (210 x 297 mm),weiss,500,80
9435569,2.1858332,Brunnen Baier & Schneider,DIN A4 (210 x 297 mm),blau,35,120
11341885,1.993,Brunnen Baier & Schneider,DIN A4 (210 x 297 mm),hellorange,35,120
811942,6.6680512,Mondi,DIN A4 (210 x 297 mm),weiss,500,100
3411590,8.64,Clairefontaine,DIN A4 (210 x 297 mm),hellgruen,500,80
16021390,21.908833,Clairefontaine,unknown,rosa,500,80
5355426,4.1762505,Herlitz,DIN A4 (210 x 297 mm),weiss,500,80
11800805,9.877033,Image,DIN A3 (297 x 420 mm),weiss,500,80
860906,1.993,Brunnen Baier & Schneider,DIN A4 (210 x 297 mm),orange,25,160
2943082,13.199984,Mondi,DIN A3 (297 x 420 mm),mittelblau,500,80
13559451,25.739153,Mondi,DIN A4 (210 x 297 mm),weiss,500,100
10397485,27.910643,Mondi,unknown,weiss,500,120
16226970,11.827855,Clairefontaine,DIN A3 (297 x 420 mm),gelb,500,80
4001176,6.2962494,BueroTipp,unknown,mandarine,500,80
6340384,23.94333,Mondi,DIN A4 (210 x 297 mm),weiss,2500,80
